timestamp,demand,temp,dew_point,humidity,wind_speed,pressure,condition
3/01/2017 6:00,3648.822,21.11,10,49,18,29,Fair
3/01/2017 7:00,4033.598,23.89,10,41,17,29,Fair
3/01/2017 8:00,4396.122,27.22,8.89,32,17,29,Fair
3/01/2017 9:00,4716.726,32.22,7.78,22,15,29,Fair
3/01/2017 10:00,5106.632,35,7.22,18,13,29,Fair
3/01/2017 11:00,5460.276,36.11,5,15,9,29,Fair
3/01/2017 12:00,5700.786,37.22,2.22,11,9,29,Fair
3/01/2017 13:00,5923.246,37.78,-1.11,9,13,29,Fair
3/01/2017 14:00,6167.8,38.89,-2.22,7,8,29,Fair
3/01/2017 15:00,6373.056,40,0,8,5,29,Fair
3/01/2017 16:00,6541.286,38.89,3.89,11,17,29,Fair
3/01/2017 17:00,6654.152,38.89,2.78,11,21,29,Fair / Windy
3/01/2017 18:00,6530.696,37.22,2.22,11,21,29,Fair / Windy
3/01/2017 19:00,6271.288,36.11,2.78,13,17,29,Fair
3/01/2017 20:00,5999.862,32.78,6.11,18,13,29,Fair
3/01/2017 21:00,5426.31,31.11,7.78,24,9,29,Fair
3/01/2017 22:00,4870.412,30,7.78,25,9,29,Fair
3/01/2017 23:00,4379.756,22.78,10,44,8,29,Fair
4/01/2017 0:00,4032.554,21.11,11.11,53,6,29,Fair
4/01/2017 1:00,3819.828,20,11.11,56,5,29,Fair
4/01/2017 2:00,3683.652,22.78,10,44,6,29,Fair
4/01/2017 3:00,3606.672,26.11,7.22,30,12,29,Fair
4/01/2017 4:00,3571.518,25,6.11,29,10,29,Fair
4/01/2017 5:00,3604.258,25,3.89,26,17,29,Fair
4/01/2017 6:00,3892.174,25,5,28,15,29,Fair
4/01/2017 7:00,4313.918,27.22,3.89,23,16,29,Fair
4/01/2017 8:00,4752.254,30,5,20,14,29,Fair
4/01/2017 9:00,5158.95,35,6.11,16,12,29,Fair
4/01/2017 10:00,5511.598,37.78,1.11,10,17,29,Fair
4/01/2017 11:00,5784.52,40,0,8,14,29,Fair
4/01/2017 12:00,5983.67,42.22,-1.11,7,13,29,Fair
4/01/2017 13:00,6180.152,40,6.11,12,15,29,Fair
4/01/2017 14:00,6410.644,37.22,2.78,12,17,29,Fair
4/01/2017 15:00,6639.098,37.78,1.11,10,9,29,Fair
4/01/2017 16:00,6735.248,37.78,0,9,12,29,Fair
4/01/2017 17:00,6678.696,37.22,2.22,11,9,29,Fair
4/01/2017 18:00,6375.938,32.22,8.89,24,13,29,Fair
4/01/2017 19:00,6014.984,30,8.89,27,12,29,Fair
4/01/2017 20:00,5709.454,27.22,13.89,45,9,29,Fair
4/01/2017 21:00,5214.786,27.22,12.22,39,9,29,Fair
4/01/2017 22:00,4701.27,23.89,17.78,69,9,29,Fair
4/01/2017 23:00,4227.282,22.78,18.89,78,8,29,Fair
5/01/2017 0:00,3916.132,22.22,18.89,83,8,29,Fair
5/01/2017 1:00,3725.962,21.11,18.89,88,6,29,Fair
5/01/2017 2:00,3653.032,21.11,18.89,88,6,29,Mostly Cloudy
5/01/2017 3:00,3587.666,21.11,18.89,88,8,29,Haze
5/01/2017 4:00,3563.582,21.11,18.89,88,7,29,Haze
5/01/2017 5:00,3691.594,21.11,18.89,88,5,29,Haze
5/01/2017 6:00,3951.786,21.11,18.89,88,7,29,Cloudy
5/01/2017 7:00,4255.77,21.11,17.78,83,8,29,Cloudy
5/01/2017 8:00,4413.2,21.11,17.22,78,9,29,Cloudy
5/01/2017 9:00,4418.116,22.22,17.22,73,13,29,Mostly Cloudy
5/01/2017 10:00,4377.994,22.78,16.11,65,10,29,Mostly Cloudy
5/01/2017 11:00,4379.604,22.78,16.11,65,9,29,Partly Cloudy
5/01/2017 12:00,4338.756,25,15,54,15,29,Mostly Cloudy
5/01/2017 13:00,4391.9,23.89,15,57,15,29,Fair
5/01/2017 14:00,4498.28,25,13.89,50,15,29,Fair
5/01/2017 15:00,4539.276,23.89,13.89,53,18,29,Mostly Cloudy
5/01/2017 16:00,4715.424,22.78,13.89,57,18,29,Fair
5/01/2017 17:00,4765.158,22.78,13.89,57,18,29,Mostly Cloudy
5/01/2017 18:00,4796.41,22.78,15,61,16,29,Mostly Cloudy
5/01/2017 19:00,4752.278,21.11,15,68,15,29,Mostly Cloudy
5/01/2017 20:00,4564.862,18.89,15,78,25,29,Mostly Cloudy / Windy
5/01/2017 21:00,4200.962,18.89,12.22,64,23,29,Mostly Cloudy / Windy
5/01/2017 22:00,3924.144,18.89,8.89,52,21,29,Mostly Cloudy / Windy
5/01/2017 23:00,3661.5,17.78,8.89,56,17,29,Partly Cloudy
6/01/2017 0:00,3481.732,17.78,7.78,52,18,29,Fair
6/01/2017 1:00,3386.556,17.78,7.22,49,15,29,Partly Cloudy
6/01/2017 2:00,3335.874,17.22,7.22,52,12,29,Fair
6/01/2017 3:00,3321.284,17.22,7.22,52,16,29,Fair
6/01/2017 4:00,3366.876,17.22,7.22,52,13,29,Fair
6/01/2017 5:00,3427.058,17.22,6.11,48,13,29,Fair
6/01/2017 6:00,3597.204,17.22,6.11,48,13,29,Fair
6/01/2017 7:00,3869.172,17.78,7.22,49,14,29,Fair
6/01/2017 8:00,4014.028,18.89,6.11,43,20,29,Mostly Cloudy
6/01/2017 9:00,3903.038,20,7.22,43,16,29,Mostly Cloudy
6/01/2017 10:00,3864.124,22.22,7.22,38,16,29,Mostly Cloudy
6/01/2017 11:00,3826.33,22.22,7.78,41,18,29,Partly Cloudy
6/01/2017 12:00,3828.082,22.22,10,46,18,29,Mostly Cloudy
6/01/2017 13:00,3857.866,21.11,10,49,18,29,Mostly Cloudy
6/01/2017 14:00,3851.128,22.78,8.89,41,20,29,Mostly Cloudy
6/01/2017 15:00,3886.68,22.78,10,44,22,29,Partly Cloudy / Windy
6/01/2017 16:00,4072.158,22.78,11.11,47,21,29,Partly Cloudy / Windy
6/01/2017 17:00,4230.704,22.22,11.11,50,21,29,Fair / Windy
6/01/2017 18:00,4277.394,21.11,12.22,56,21,29,Partly Cloudy / Windy
6/01/2017 19:00,4314.25,20,11.11,56,20,29,Fair
6/01/2017 20:00,4257.436,18.89,12.22,64,20,29,Fair
6/01/2017 21:00,4002.174,17.78,12.78,73,14,29,Fair
6/01/2017 22:00,3800.002,17.78,12.22,68,15,29,Fair
6/01/2017 23:00,3576.594,17.22,12.22,72,16,29,Fair
7/01/2017 0:00,3406.096,17.22,12.22,72,15,29,Fair
7/01/2017 1:00,3294.42,15,11.11,77,10,29,Fair
7/01/2017 2:00,3248.34,12.22,11.11,94,6,29,Fair
7/01/2017 3:00,3263.476,11.11,10,94,0,29,Fair
7/01/2017 4:00,3280.796,11.11,10,94,7,29,Partly Cloudy
7/01/2017 5:00,3245.33,10,8.89,94,5,29,Fair
7/01/2017 6:00,3258.016,10,8.89,94,0,29,Fair
7/01/2017 7:00,3306.922,16.11,10,68,7,29,Fair
7/01/2017 8:00,3371.422,17.78,8.89,56,8,29,Fair
7/01/2017 9:00,3348.976,20,8.89,49,5,29,Fair
7/01/2017 10:00,3280.16,21.11,8.89,46,7,29,Fair
7/01/2017 11:00,3220.146,23.89,8.89,38,10,29,Fair
7/01/2017 12:00,3227.96,23.89,10,41,12,29,Fair
7/01/2017 13:00,3248.336,25,10,39,16,29,Fair
7/01/2017 14:00,3316.818,25,11.11,41,20,29,Fair
7/01/2017 15:00,3452.366,23.89,11.11,44,21,29,Fair / Windy
7/01/2017 16:00,3713.532,25,12.22,44,21,29,Fair / Windy
7/01/2017 17:00,3956.838,25,12.22,44,21,29,Fair / Windy
7/01/2017 18:00,4129.856,23.89,12.22,47,17,29,Fair
7/01/2017 19:00,4209.084,22.22,12.78,57,17,29,Fair
7/01/2017 20:00,4168.496,20,12.78,64,14,29,Fair
7/01/2017 21:00,3965.308,20,12.78,64,16,29,Fair
7/01/2017 22:00,3783.622,18.89,12.78,68,13,29,Fair
7/01/2017 23:00,3601.48,17.78,12.78,73,7,29,Fair
8/01/2017 0:00,3429.494,17.78,12.78,73,7,29,Fair
8/01/2017 1:00,3348.422,17.22,12.78,77,9,29,Fair
8/01/2017 2:00,3307.382,17.22,12.22,72,8,29,Fair
8/01/2017 3:00,3286.15,17.78,10,59,6,29,Fair
8/01/2017 4:00,3305.63,18.89,11.11,60,8,29,Fair
8/01/2017 5:00,3259.216,17.78,11.11,64,6,29,Fair
8/01/2017 6:00,3244.656,18.89,11.11,60,8,29,Fair
8/01/2017 7:00,3227.19,21.11,8.89,46,8,29,Fair
8/01/2017 8:00,3294.938,22.78,10,44,6,29,Fair
8/01/2017 9:00,3340.328,23.89,11.11,44,5,29,Fair
8/01/2017 10:00,3401.726,27.22,10,34,6,29,Fair
8/01/2017 11:00,3501.602,28.89,10,30,7,29,Fair
8/01/2017 12:00,3599.966,31.11,8.89,25,9,29,Fair
8/01/2017 13:00,3676.928,30,12.78,35,18,29,Fair
8/01/2017 14:00,3806.66,28.89,12.22,35,20,29,Fair
8/01/2017 15:00,4028.898,30,12.78,35,18,29,Fair
8/01/2017 16:00,4312.444,30,12.22,33,16,29,Fair
8/01/2017 17:00,4537.72,30,11.11,31,20,29,Fair
8/01/2017 18:00,4618.738,27.78,11.11,35,20,29,Fair
8/01/2017 19:00,4588.302,25,12.78,47,15,29,Fair
8/01/2017 20:00,4521.724,23.89,13.89,53,15,29,Fair
8/01/2017 21:00,4253.656,22.78,13.89,57,14,29,Fair
8/01/2017 22:00,4007.924,22.22,12.78,57,15,29,Fair
8/01/2017 23:00,3731.742,21.11,12.78,60,13,29,Fair
9/01/2017 0:00,3534.878,20,12.78,64,13,29,Fair
9/01/2017 1:00,3431.562,20,12.22,60,7,29,Fair
9/01/2017 2:00,3377.26,22.22,8.89,43,7,29,Fair
9/01/2017 3:00,3364.74,22.22,10,46,8,29,Fair
9/01/2017 4:00,3435.868,21.11,8.89,46,13,29,Fair
9/01/2017 5:00,3548.788,18.89,8.89,52,10,29,Fair
9/01/2017 6:00,3801.024,17.78,10,59,10,29,Fair
9/01/2017 7:00,4007.132,20,8.89,49,8,29,Fair
9/01/2017 8:00,4136.764,22.22,8.89,43,7,29,Fair
9/01/2017 9:00,4198.412,25,10,39,15,29,Fair
9/01/2017 10:00,4328.958,27.78,10,32,17,29,Fair
9/01/2017 11:00,4572.402,30,10,29,12,29,Fair
9/01/2017 12:00,4844.124,32.78,7.78,21,13,29,Fair
9/01/2017 13:00,5056.816,33.89,7.22,19,7,29,Fair
9/01/2017 14:00,5294.5,36.11,6.11,16,9,29,Fair
9/01/2017 15:00,5497.548,35,12.22,25,16,29,Fair
9/01/2017 16:00,5705.362,33.89,10,23,17,29,Fair
9/01/2017 17:00,5765.582,32.78,8.89,23,20,29,Fair
9/01/2017 18:00,5631.834,32.22,8.89,24,16,29,Fair
9/01/2017 19:00,5408.858,28.89,11.11,33,17,29,Fair
9/01/2017 20:00,5212.946,27.22,12.22,39,14,29,Fair
9/01/2017 21:00,4818.528,25,12.78,47,15,29,Fair
9/01/2017 22:00,4415.434,23.89,12.78,50,16,29,Fair
9/01/2017 23:00,4086.184,22.78,13.89,57,12,29,Fair
10/01/2017 0:00,3780.514,22.22,15,64,14,29,Fair
10/01/2017 1:00,3638.338,21.11,15,68,6,29,Fair
10/01/2017 2:00,3576.882,23.89,6.11,31,8,29,Fair
10/01/2017 3:00,3516.516,23.89,3.89,27,3,29,Fair
10/01/2017 4:00,3510.39,23.89,3.89,27,2,29,Fair
10/01/2017 5:00,3639.122,22.78,6.11,33,6,29,Fair
10/01/2017 6:00,3943.748,22.22,6.11,35,5,29,Fair
10/01/2017 7:00,4221.476,23.89,6.11,31,9,29,Fair
10/01/2017 8:00,4467.144,23.89,7.22,34,16,29,Fair
10/01/2017 9:00,4628.798,28.89,8.89,28,9,29,Fair
10/01/2017 10:00,4797.048,31.11,8.89,25,7,29,Fair
10/01/2017 11:00,5038.562,33.89,10,23,6,29,Fair
10/01/2017 12:00,5292.274,35,10,22,7,29,Fair
10/01/2017 13:00,5564.276,36.11,12.22,23,12,29,Fair
10/01/2017 14:00,5824.642,36.11,12.22,23,15,29,Fair
10/01/2017 15:00,6036.6,35,11.11,23,16,29,Fair
10/01/2017 16:00,6212.164,35,10,22,15,29,Fair
10/01/2017 17:00,6319.21,33.89,11.11,24,17,29,Fair
10/01/2017 18:00,6237.426,32.78,12.78,29,16,29,Fair
10/01/2017 19:00,6035.406,32.22,12.78,31,14,29,Fair
10/01/2017 20:00,5824.962,30,13.89,37,14,29,Fair
10/01/2017 21:00,5331.394,27.78,15,45,16,29,Fair
10/01/2017 22:00,4810.744,27.22,15,48,15,29,Fair
10/01/2017 23:00,4342.22,25,16.11,57,10,29,Fair
11/01/2017 0:00,4072.284,22.78,16.11,65,8,29,Fair
11/01/2017 1:00,3928.95,27.22,12.22,39,9,29,Fair
11/01/2017 2:00,3891.164,26.11,12.22,42,6,29,Fair
11/01/2017 3:00,3748.888,25,12.22,44,6,29,Fair
11/01/2017 4:00,3762.612,22.78,12.22,50,6,29,Fair
11/01/2017 5:00,3823.066,22.22,12.22,53,7,29,Fair
11/01/2017 6:00,4140.292,22.22,11.11,50,9,29,Fair
11/01/2017 7:00,4508.91,23.89,11.11,44,13,29,Fair
11/01/2017 8:00,4793.448,26.11,12.22,42,10,29,Fair
11/01/2017 9:00,5115.272,30,12.78,35,7,29,Fair
11/01/2017 10:00,5347.11,33.89,13.89,30,9,29,Fair
11/01/2017 11:00,5466.716,37.22,13.89,25,9,29,Fair
11/01/2017 12:00,5635.138,32.78,13.89,31,15,29,Fair
11/01/2017 13:00,5730.626,35,13.89,28,13,29,Fair
11/01/2017 14:00,5831.63,32.78,11.11,26,13,29,Fair
11/01/2017 15:00,5934.884,31.11,13.89,35,15,29,Fair
11/01/2017 16:00,5984.304,30,13.89,37,14,29,Fair
11/01/2017 17:00,5921.702,27.78,16.11,48,14,29,Fair
11/01/2017 18:00,5696.568,26.11,15,51,15,29,Fair
11/01/2017 19:00,5411.52,23.89,16.11,61,13,29,Fair
11/01/2017 20:00,5107.442,22.22,17.22,73,17,29,Partly Cloudy
11/01/2017 21:00,4657.1,21.11,16.11,73,22,29,Mostly Cloudy / Windy
11/01/2017 22:00,4336.234,21.11,16.11,73,18,29,Mostly Cloudy
11/01/2017 23:00,3950.472,20,15,73,20,29,Mostly Cloudy
12/01/2017 0:00,3701.01,20,13.89,68,17,29,Mostly Cloudy
12/01/2017 1:00,3552.722,20,12.78,64,15,29,Mostly Cloudy
12/01/2017 2:00,3529.446,20,13.89,68,18,29,Mostly Cloudy
12/01/2017 3:00,3537.806,20,12.22,60,18,29,Mostly Cloudy
12/01/2017 4:00,3532.58,18.89,12.78,68,13,29,Mostly Cloudy
12/01/2017 5:00,3659.91,20,12.78,64,17,29,Cloudy
12/01/2017 6:00,3891.368,18.89,15,78,16,29,Light Drizzle
12/01/2017 7:00,4061.118,17.78,15,83,16,29,Showers in the Vicinity
12/01/2017 8:00,4085.902,21.11,11.11,53,20,29,Fair
12/01/2017 9:00,4055.75,22.78,7.22,36,22,29,Partly Cloudy / Windy
12/01/2017 10:00,3909.178,21.11,7.78,43,24,29,Partly Cloudy / Windy
12/01/2017 11:00,3876.968,22.78,7.22,36,24,29,Partly Cloudy / Windy
12/01/2017 12:00,3849.742,22.78,7.22,36,22,29,Fair / Windy
12/01/2017 13:00,3932.746,22.78,6.11,33,22,29,Partly Cloudy / Windy
12/01/2017 14:00,3995.176,23.89,7.78,36,22,29,Partly Cloudy / Windy
12/01/2017 15:00,4092.576,22.78,8.89,41,24,29,Partly Cloudy / Windy
12/01/2017 16:00,4264.398,22.22,7.78,41,24,29,Fair / Windy
12/01/2017 17:00,4405.888,21.11,7.78,43,24,29,Fair / Windy
12/01/2017 18:00,4523.916,20,7.22,43,24,29,Fair / Windy
12/01/2017 19:00,4553.316,18.89,8.89,52,22,29,Fair / Windy
12/01/2017 20:00,4481.9,17.78,8.89,56,20,29,Fair
12/01/2017 21:00,4133.508,17.78,8.89,56,6,29,Fair
12/01/2017 22:00,3842.192,17.22,8.89,59,1,29,Fair
12/01/2017 23:00,3514.102,16.11,8.89,63,8,29,Fair
13/01/2017 0:00,3362.49,16.11,7.78,59,10,29,Fair
13/01/2017 1:00,3261.278,15,7.78,63,13,29,Fair
13/01/2017 2:00,3215.61,13.89,7.78,67,14,29,Fair
13/01/2017 3:00,3211.298,12.78,7.78,72,8,29,Fair
13/01/2017 4:00,3288.084,12.22,7.78,77,8,29,Fair
13/01/2017 5:00,3482.584,10,7.22,82,5,29,Fair
13/01/2017 6:00,3734.754,8.89,7.22,87,0,29,Fair
13/01/2017 7:00,3856.882,15,7.22,59,6,29,Fair
13/01/2017 8:00,3954.708,17.78,6.11,45,8,29,Fair
13/01/2017 9:00,3915.848,18.89,5,40,9,29,Fair
13/01/2017 10:00,3840.618,21.11,6.11,38,6,29,Fair
13/01/2017 11:00,3819.416,22.22,6.11,35,6,29,Fair
13/01/2017 12:00,3786.754,25,3.89,26,7,29,Fair
13/01/2017 13:00,3907.326,26.11,6.11,28,13,29,Fair
13/01/2017 14:00,4017.272,27.22,7.22,28,16,29,Fair
13/01/2017 15:00,4169.924,26.11,10,36,15,29,Fair
13/01/2017 16:00,4367.876,26.11,10,36,17,29,Fair
13/01/2017 17:00,4516.946,25,11.11,41,20,29,Fair
13/01/2017 18:00,4558.92,25,11.11,41,18,29,Fair
13/01/2017 19:00,4596.72,22.78,12.22,50,16,29,Fair
13/01/2017 20:00,4563.568,22.22,11.11,50,15,29,Fair
13/01/2017 21:00,4269.866,20,12.22,60,17,29,Fair
13/01/2017 22:00,4040.284,18.89,12.78,68,13,29,Fair
13/01/2017 23:00,3792.642,17.78,12.78,73,8,29,Fair
14/01/2017 0:00,3593.58,16.11,12.78,82,10,29,Fair
14/01/2017 1:00,3502.054,13.89,12.22,88,8,29,Fair
14/01/2017 2:00,3451.156,15,10,72,2,29,Fair
14/01/2017 3:00,3437.26,18.89,7.78,49,12,29,Fair
14/01/2017 4:00,3432.036,17.78,8.89,56,6,29,Fair
14/01/2017 5:00,3402.576,17.78,7.78,52,10,29,Fair
14/01/2017 6:00,3501.612,17.22,8.89,59,14,29,Fair
14/01/2017 7:00,3555.686,18.89,7.78,49,14,29,Fair
14/01/2017 8:00,3668.728,22.22,8.89,43,17,29,Fair
14/01/2017 9:00,3733.15,26.11,8.89,34,10,29,Fair
14/01/2017 10:00,3863.268,30,7.22,23,15,29,Fair
14/01/2017 11:00,4079.454,31.11,7.22,22,8,29,Fair
14/01/2017 12:00,4288.33,33.89,5,16,5,29,Fair
14/01/2017 13:00,4563.504,35,5,15,6,29,Fair
14/01/2017 14:00,4875.426,36.11,2.78,13,7,29,Fair
14/01/2017 15:00,5186.778,37.22,2.22,11,9,29,Fair
14/01/2017 16:00,5481.184,36.11,2.78,13,15,29,Fair
14/01/2017 17:00,5606.64,35,1.11,12,18,29,Fair
14/01/2017 18:00,5553.58,33.89,2.22,13,21,29,Fair / Windy
14/01/2017 19:00,5321.37,32.22,2.78,16,15,29,Fair
14/01/2017 20:00,5138.776,30,7.22,23,10,29,Fair
14/01/2017 21:00,4781.202,27.78,7.22,26,15,29,Fair
14/01/2017 22:00,4399.156,26.11,7.78,32,10,29,Fair
14/01/2017 23:00,4047.634,23.89,8.89,38,9,29,Fair
15/01/2017 0:00,3774.642,22.22,10,46,7,29,Fair
15/01/2017 1:00,3628.708,18.89,10,56,7,29,Fair
15/01/2017 2:00,3556.102,16.11,8.89,63,5,29,Fair
15/01/2017 3:00,3507.784,15,10,72,0,29,Fair
15/01/2017 4:00,3493.948,13.89,8.89,72,2,29,Fair
15/01/2017 5:00,3422.688,13.89,8.89,72,0,29,Fair
15/01/2017 6:00,3437.26,13.89,8.89,72,0,29,Fair
15/01/2017 7:00,3528.216,22.22,10,46,7,29,Fair
15/01/2017 8:00,3647.094,25,10,39,7,29,Fair
15/01/2017 9:00,3820.076,28.89,8.89,28,7,29,Fair
15/01/2017 10:00,4031.182,32.22,2.78,16,7,29,Fair
15/01/2017 11:00,4326.148,33.89,5,16,7,29,Fair
15/01/2017 12:00,4553.538,35,2.78,13,10,29,Fair
15/01/2017 13:00,4696.5,35,7.22,18,12,29,Fair
15/01/2017 14:00,4918.334,32.78,16.11,36,13,29,Fair
15/01/2017 15:00,5117.908,32.78,13.89,31,15,29,Fair
15/01/2017 16:00,5320.79,32.78,13.89,31,14,29,Fair
15/01/2017 17:00,5390.328,30,12.22,33,17,29,Fair
15/01/2017 18:00,5281.988,27.78,12.78,39,17,29,Fair
15/01/2017 19:00,5038.474,25,12.78,47,17,29,Fair
15/01/2017 20:00,4840.532,22.78,12.78,53,17,29,Fair
15/01/2017 21:00,4506.926,22.22,15,64,15,29,Fair
15/01/2017 22:00,4180.766,22.22,15,64,10,29,Fair
15/01/2017 23:00,3868.05,21.11,12.22,56,14,29,Fair
16/01/2017 0:00,3665.072,20,11.11,56,13,29,Fair
16/01/2017 1:00,3565.52,18.89,10,56,17,29,Fair
16/01/2017 2:00,3485.434,17.78,10,59,13,29,Fair
16/01/2017 3:00,3446.388,17.78,10,59,15,29,Fair
16/01/2017 4:00,3500.33,17.22,10,63,10,29,Fair
16/01/2017 5:00,3639.182,16.11,10,68,9,29,Fair
16/01/2017 6:00,3949.634,17.22,10,63,15,29,Fair
16/01/2017 7:00,4222.882,17.78,11.11,64,12,29,Fair
16/01/2017 8:00,4367.518,20,11.11,56,12,29,Fair
16/01/2017 9:00,4328.126,22.22,11.11,50,9,29,Fair
16/01/2017 10:00,4294.164,23.89,11.11,44,12,29,Fair
16/01/2017 11:00,4263.414,26.11,10,36,15,29,Fair
16/01/2017 12:00,4294.354,27.22,12.22,39,17,29,Fair
16/01/2017 13:00,4332.728,26.11,11.11,39,21,29,Fair / Windy
16/01/2017 14:00,4424.364,27.22,12.78,42,22,29,Fair / Windy
16/01/2017 15:00,4541.726,26.11,12.78,44,22,29,Fair / Windy
16/01/2017 16:00,4671.402,26.11,12.22,42,22,29,Fair / Windy
16/01/2017 17:00,4748.768,25,11.11,41,23,29,Fair / Windy
16/01/2017 18:00,4753.132,23.89,10,41,24,29,Fair / Windy
16/01/2017 19:00,4737.306,22.22,11.11,50,22,29,Fair / Windy
16/01/2017 20:00,4654.006,22.22,10,46,15,29,Fair
16/01/2017 21:00,4360.82,21.11,10,49,13,29,Fair
16/01/2017 22:00,4034.52,21.11,8.89,46,16,29,Fair
16/01/2017 23:00,3761.378,18.89,7.78,49,14,29,Fair
17/01/2017 0:00,3588.064,17.78,7.78,52,10,29,Fair
17/01/2017 1:00,3485.068,18.89,7.78,49,13,29,Fair
17/01/2017 2:00,3451.526,17.78,8.89,56,14,29,Fair
17/01/2017 3:00,3430.32,17.22,8.89,59,15,29,Fair
17/01/2017 4:00,3449.952,17.22,8.89,59,13,29,Fair
17/01/2017 5:00,3526.052,16.11,8.89,63,12,29,Fair
17/01/2017 6:00,3777.012,16.11,8.89,63,12,29,Fair
17/01/2017 7:00,4005.868,17.78,8.89,56,12,29,Fair
17/01/2017 8:00,4054.704,20,8.89,49,13,29,Fair
17/01/2017 9:00,3929.598,22.22,8.89,43,18,29,Fair
17/01/2017 10:00,3869.122,22.78,8.89,41,15,29,Fair
17/01/2017 11:00,3830.64,26.11,8.89,34,10,29,Fair
17/01/2017 12:00,3889.658,27.22,8.89,32,13,29,Fair
17/01/2017 13:00,4074.034,27.78,7.78,28,14,29,Fair
17/01/2017 14:00,4276.794,28.89,7.78,27,12,29,Fair
17/01/2017 15:00,4510.896,30,7.78,25,10,29,Fair
17/01/2017 16:00,4738.41,31.11,7.22,22,8,29,Fair
17/01/2017 17:00,4928.606,30,7.22,23,8,29,Fair
17/01/2017 18:00,4930.556,28.89,10,30,16,29,Fair
17/01/2017 19:00,4874.364,26.11,12.22,42,10,29,Fair
17/01/2017 20:00,4774.272,23.89,12.22,47,9,29,Fair
17/01/2017 21:00,4410.6,22.78,12.78,53,10,29,Fair
17/01/2017 22:00,4073.68,22.22,11.11,50,8,29,Fair
